sample_id,sample_index,original_paired_use,original_group,semantic_status,temporal_status,stage2_visual_status,stage3_visual_status,visual_status,mapping_status,resolution_status,resolution_reason,candidate_only,production_written,usable_text,usable_audio_fraction,usable_visual_fraction,usable_trimodal_fraction,reason,recommended_semantic_status,recommended_temporal_status,recommended_visual_segments,recommended_masks,recommended_resolution_status,writeback_recommended,proposed_paired_use,direct_talknet_fraction,continuity_recovered_fraction,visual_usable_fraction,mapping_candidate_sample_id,requires_explicit_review,writeback_approved,writeback_executed
-UuX1xuaiiE$_$0,33,0,identity_only,MATCH_STRONG,VERIFIED,unresolved,AMBIGUOUS,AMBIGUOUS,NOT_SUSPECTED,RESOLVED_PARTIAL,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,1,0,0.68,0.98,0.0,0.0,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_PARTIAL,1,0,0.0,0.0,0.0,,0,0,0
-UuX1xuaiiE$_$1,34,0,identity_only,MATCH_STRONG,VERIFIED,unresolved,AMBIGUOUS,AMBIGUOUS,NOT_SUSPECTED,RESOLVED_PARTIAL,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,1,0,0.76,1.0,0.0,0.0,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_PARTIAL,1,0,0.0,0.0,0.0,,0,0,0
-UuX1xuaiiE$_$3,35,0,identity_only,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.72,1.0,0.88,0.7,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,"[{""start"":0.0,""end"":0.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":0.25,""end"":0.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":0.5,""end"":0.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":0.75,""end"":1.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.0,""end"":1.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.25,""end"":1.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.5,""end"":1.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.75,""end"":2.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":2.0,""end"":2.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":2.25,""end"":2.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":2.5,""end"":2.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.75,""end"":3.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.0,""end"":3.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":3.25,""end"":3.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":3.5,""end"":3.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""}]","{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,0.12195121951219513,0.7926829268292683,0.9146341463414634,,0,0,0
-UuX1xuaiiE$_$6,36,0,identity_only,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.8,1.0,1.0,0.8,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,"[{""start"":0.0,""end"":0.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":0.25,""end"":0.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":0.5,""end"":0.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":0.75,""end"":1.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.0,""end"":1.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.25,""end"":1.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.5,""end"":1.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.75,""end"":2.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":2.0,""end"":2.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":2.25,""end"":2.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":2.5,""end"":2.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":2.75,""end"":3.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.0,""end"":3.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.25,""end"":3.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.5,""end"":3.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":3.75,""end"":4.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":4.0,""end"":4.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":4.25,""end"":4.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":4.5,""end"":4.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.75,""end"":5.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.0,""end"":5.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.25,""end"":5.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.5,""end"":5.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.75,""end"":6.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":6.0,""end"":6.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":6.25,""end"":6.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":6.5,""end"":6.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":6.75,""end"":7.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":7.0,""end"":7.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":7.25,""end"":7.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":7.5,""end"":7.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":7.75,""end"":8.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":8.0,""end"":8.1,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""}]","{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,0.2777777777777778,0.7222222222222222,1.0,,0,0,0
-a55Q6RWvTA$_$3,37,1,no_alert,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.96,1.0,1.0,0.96,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-aNfi7CP8vM$_$7,38,1,no_alert,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.74,1.0,1.0,0.74,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-aqamKhZ1Ec$_$0,39,0,text_audio_only_single_episode,MATCH_STRONG,PARTIAL,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_PARTIAL,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,1,0,0.0,0.86,1.0,0.0,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,MATCH_STRONG,PARTIAL,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_PARTIAL,1,0,,,,,0,0,0
-dxfTGcXJoc$_$0,40,1,no_alert,MATCH_STRONG,VERIFIED,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.96,1.0,0.8,0.78,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-dxfTGcXJoc$_$1,41,0,identity_only,MATCH_STRONG,VERIFIED,fully_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.94,1.0,1.0,0.94,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,"[{""start"":0.0,""end"":0.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":0.25,""end"":0.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":0.5,""end"":0.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":0.75,""end"":1.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.0,""end"":1.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.25,""end"":1.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.5,""end"":1.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":1.75,""end"":2.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":2.0,""end"":2.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.25,""end"":2.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.5,""end"":2.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.75,""end"":3.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.0,""end"":3.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.25,""end"":3.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.5,""end"":3.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.75,""end"":4.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.0,""end"":4.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.25,""end"":4.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.5,""end"":4.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.75,""end"":5.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.0,""end"":5.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.25,""end"":5.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.5,""end"":5.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.75,""end"":6.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.0,""end"":6.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.25,""end"":6.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.5,""end"":6.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.75,""end"":7.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":7.0,""end"":7.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":7.25,""end"":7.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":7.5,""end"":7.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":7.75,""end"":8.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.0,""end"":8.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.25,""end"":8.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.5,""end"":8.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.75,""end"":9.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":9.0,""end"":9.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":9.25,""end"":9.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":9.5,""end"":9.75,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":9.75,""end"":10.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.0,""end"":10.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.25,""end"":10.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.5,""end"":10.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.75,""end"":11.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.0,""end"":11.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.25,""end"":11.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.5,""end"":11.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.75,""end"":12.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":12.0,""end"":12.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":12.25,""end"":12.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":12.5,""end"":12.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":12.75,""end"":13.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":13.0,""end"":13.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":13.25,""end"":13.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":13.5,""end"":13.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":13.75,""end"":14.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":14.0,""end"":14.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":14.25,""end"":14.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":14.5,""end"":14.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":14.75,""end"":15.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":15.0,""end"":15.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":15.25,""end"":15.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":15.5,""end"":15.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":15.75,""end"":16.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":16.0,""end"":16.133333333333333,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""}]","{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,0.9142561983471075,0.08574380165289254,1.0,,0,0,0
-dxfTGcXJoc$_$2,42,1,no_alert,MATCH_STRONG,VERIFIED,fully_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.96,1.0,1.0,0.96,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-dxfTGcXJoc$_$6,43,0,identity_only,MATCH_STRONG,VERIFIED,fully_verified,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.94,1.0,1.0,0.94,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,"[{""start"":0.0,""end"":0.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":0.25,""end"":0.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":0.5,""end"":0.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":0.75,""end"":1.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.0,""end"":1.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.25,""end"":1.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.5,""end"":1.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":1.75,""end"":2.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.0,""end"":2.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.25,""end"":2.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.5,""end"":2.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":2.75,""end"":3.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.0,""end"":3.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.25,""end"":3.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.5,""end"":3.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":3.75,""end"":4.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.0,""end"":4.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.25,""end"":4.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.5,""end"":4.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":4.75,""end"":5.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.0,""end"":5.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.25,""end"":5.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.5,""end"":5.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":5.75,""end"":6.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.0,""end"":6.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.25,""end"":6.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.5,""end"":6.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":6.75,""end"":7.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":7.0,""end"":7.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":7.25,""end"":7.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":7.5,""end"":7.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":7.75,""end"":8.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.0,""end"":8.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.25,""end"":8.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.5,""end"":8.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":8.75,""end"":9.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":9.0,""end"":9.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":9.25,""end"":9.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":9.5,""end"":9.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":9.75,""end"":10.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.0,""end"":10.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.25,""end"":10.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.5,""end"":10.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":10.75,""end"":11.0,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.0,""end"":11.25,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.25,""end"":11.5,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.5,""end"":11.75,""status"":""VERIFIED_ACTIVE"",""identity"":""0""},{""start"":11.75,""end"":12.0,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":12.0,""end"":12.25,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":12.25,""end"":12.5,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""},{""start"":12.5,""end"":12.733333333333333,""status"":""VERIFIED_CONTINUITY"",""identity"":""0""}]","{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,0.9227748691099477,0.0772251308900523,1.0,,0,0,0
-egA8-b7-3M$_$1,44,1,no_alert,MATCH_STRONG,VERIFIED,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.86,1.0,1.0,0.86,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-egA8-b7-3M$_$13,45,1,no_alert,MATCH_STRONG,VERIFIED,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.7,0.98,1.0,0.7,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-egA8-b7-3M$_$16,46,1,no_alert,MATCH_STRONG,VERIFIED,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.84,1.0,1.0,0.84,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-egA8-b7-3M$_$17,47,1,no_alert,MATCH_STRONG,PARTIAL,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_PARTIAL,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,1,0,0.7,0.68,1.0,0.52,usable_evidence_is_partial_and_unreliable_regions_are_explicitly_masked,MATCH_STRONG,PARTIAL,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_PARTIAL,1,1,,,,,0,0,0
-egA8-b7-3M$_$18,48,1,no_alert,MATCH_STRONG,VERIFIED,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.9,1.0,1.0,0.9,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-egA8-b7-3M$_$20,49,1,no_alert,MATCH_STRONG,VERIFIED,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.84,0.98,1.0,0.84,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-egA8-b7-3M$_$26,50,1,no_alert,MATCH_STRONG,VERIFIED,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.84,1.0,0.96,0.8,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-egA8-b7-3M$_$6,51,1,no_alert,MATCH_STRONG,VERIFIED,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.78,1.0,1.0,0.78,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-egA8-b7-3M$_$9,52,1,no_alert,MATCH_STRONG,VERIFIED,unresolved,FULLY_VERIFIED,FULLY_VERIFIED,NOT_SUSPECTED,RESOLVED_VALID,semantic_time_and_visual_evidence_are_sufficient,1,0,0.78,0.98,1.0,0.78,semantic_time_and_visual_evidence_are_sufficient,MATCH_STRONG,VERIFIED,[],"{""audio_mask_required"":false,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",RESOLVED_VALID,1,1,,,,,0,0,0
-hnBHBN8p5A$_$6,53,0,identity_and_text_audio,CONFLICT,NOT_APPLICABLE,unresolved,UNRESOLVED,UNRESOLVED,NOT_SUSPECTED,UNRESOLVED,target_visual_identity_remains_unresolved,1,0,0.0,0.0,0.0,0.0,target_visual_identity_remains_unresolved,CONFLICT,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,0.0,0.0,0.0,,1,0,0
-hnBHBN8p5A$_$7,54,0,identity_and_text_audio,CONFLICT,NOT_APPLICABLE,unresolved,UNRESOLVED,UNRESOLVED,NOT_SUSPECTED,UNRESOLVED,target_visual_identity_remains_unresolved,1,0,0.0,0.0,0.0,0.0,target_visual_identity_remains_unresolved,CONFLICT,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,0.0,0.0,0.0,,1,0,0
-iRBcNs9oI8$_$3,55,0,text_audio_only_single_episode,UNRESOLVED,NOT_APPLICABLE,partially_verified,FULLY_VERIFIED,FULLY_VERIFIED,MAPPING_WEAK,UNRESOLVED,clip_mapping_evidence_is_not_stable_enough,1,0,0.0,0.0,0.98,0.0,clip_mapping_evidence_is_not_stable_enough,UNRESOLVED,NOT_APPLICABLE,[],"{""audio_mask_required"":true,""vision_mask_nonverified_segments"":true,""no_face_full_vision_mask"":false}",UNRESOLVED,0,0,,,,-iRBcNs9oI8$_$7,1,0,0
